,author,sex,work_count,fan_count,author_avg_rating,author_rating_count,author_review_count
53765,marion cunningham,female,15,20,4.11,17022,214
53766,marion dane bauer,female,132,123,3.87,30065,3530
53767,marion elizabeth witte,female,3,9,4.32,134,82
53768,marion fayolle,female,7,28,4.07,394,48
53769,marion halligan,female,36,13,3.56,842,123
53770,marion harvey,female,4,4,3.71,668,57
53771,marion holland,female,8,11,4.24,924,115
53772,marion husband,female,13,75,3.95,869,144
53773,marion jensen,male,3,43,4.11,1256,232
53774,marion kummerow,female,42,100,4.15,4844,538
53775,marion l. starkey,female,9,4,3.57,816,94
53776,marion lennox,female,554,74,3.65,5468,764
53777,marion molteno,female,12,7,3.92,183,30
53778,marion moore hill,female,7,7,3.27,209,56
53779,marion nestle,female,29,187,3.96,11961,1063
53780,marion poschmann,female,11,10,3.2,1044,166
53781,marion roach,female,4,17,3.79,1142,139
53782,marion st. john webb,female,16,3,3.75,233,43
53783,marion ueckermann,female,58,100,4.42,3943,918
53784,marion von adlerstein,female,7,3,2.83,168,35
53785,marion winik,female,18,75,3.97,1850,262
53786,marion woodman,female,37,146,4.25,2786,208
53787,marion zimmer bradley,female,413,3717,4.0,432998,13125
53788,maris black,female,15,964,4.06,19654,2376
53789,maris soule,female,33,19,3.56,249,44
53790,marisa acocella marchetto,female,4,14,3.6,1712,272
53791,marisa bowe,female,3,8,3.99,1579,193
53792,marisa calin,female,60,36,3.77,3346,813
53793,marisa carroll,female,50,9,3.75,1076,106
53794,marisa chenery,female,118,454,3.8,21241,885
53795,marisa de los santos,female,11,2529,3.81,99666,13471
53796,marisa grey,female,7,28,4.03,566,132
53797,marisa grinstein,female,5,4,3.77,383,41
53798,marisa labozzetta,female,5,17,4.01,67,24
53799,marisa lópez soria,female,24,5,3.02,48,7
53800,marisa mackle,female,33,23,3.2,2560,197
53801,marisa mcclellan,female,4,88,4.1,4035,256
53802,marisa meltzer,female,3,47,3.65,1625,258
53803,marisa mills,female,6,35,4.2,433,90
53804,marisa oldham,female,12,252,4.29,1255,508
53805,marisa peer,female,12,45,4.31,782,61
53806,marisa reichardt,female,3,193,4.03,3090,567
53807,marisa sicilia,female,13,154,3.89,1101,404
53808,marisa silver,female,14,148,3.83,10854,1775
53809,marisha chamberlain,female,4,4,3.0,94,24
53810,mariskova,female,9,31,3.2,982,130
53811,marisol ceh moo,female,3,3,3.63,8,2
53812,marisol sales giménez,female,7,7,3.03,35,6
53813,marissa ann,female,1,16,4.25,190,17
53814,marissa burt,female,6,266,3.89,7088,797
53815,marissa carmel,female,9,431,4.04,4478,864
53816,marissa clarke,female,9,607,3.96,4791,865
53817,marissa de luna,female,6,17,3.8,261,22
53818,marissa dobson,female,82,314,4.08,6822,1161
53819,marissa doyle,female,12,230,3.71,7983,862
53820,marissa farrar,female,115,560,3.97,14521,2578
53821,marissa honeycutt,female,11,1081,4.25,16416,2115
53822,marissa meyer,female,44,92284,4.23,1786087,195178
53823,marissa monteilh,female,19,82,4.11,609,110
53824,marissa moss,female,87,187,3.99,22346,1831
53825,marissa naggi,female,1,2,4.11,9,4
53826,marissa shrock,female,14,57,4.3,282,131
53827,marissa walsh,female,6,14,3.15,921,182
53828,marit christensen,female,3,0,2.48,52,4
53829,marit törnqvist,female,30,6,4.14,757,116
53830,marita a. hansen,female,84,846,3.95,8109,1686
53831,marita de sterck,female,36,8,3.34,873,66
53832,marita fowler,female,3,48,3.93,250,69
53833,marita golden,female,25,104,4.09,4085,426
53834,marita l. kinney,female,20,34,4.31,573,55
53835,marita van der vyver,female,29,72,3.81,2575,151
53836,maritta wolff,female,8,2,3.55,323,77
53837,marius b. jansen,male,25,2,3.97,754,66
53838,marius chivu,male,49,133,3.95,2438,213
53839,marius daniel popescu,male,5,1,3.55,58,11
53840,marius gabriel,male,17,244,4.13,31304,1609
53841,marius ivaškevičius,male,14,24,3.66,1082,40
53842,marius katiliškis,male,5,1,2.95,558,27
53843,marius povilas elijas martynenko,male,3,98,3.73,603,81
53844,marius von mayenburg,male,20,10,3.87,197,14
53845,mariusz maślanka,male,4,3,3.42,163,6
53846,mariusz szczygieł,male,27,322,4.17,9184,556
53847,mariusz urbanek,male,18,11,4.04,786,77
53848,mariusz wilk,male,9,9,3.94,236,11
53849,marivi soliven blanco,female,8,29,3.85,872,165
53850,mariya vasileva,female,1,16,4.37,107,4
53851,mariza snyder,female,12,22,3.82,363,37
53852,mariëtte aerts,female,22,5,3.72,383,31
53853,mariëtte middelbeek,female,29,22,3.45,1511,191
53854,marja mcgraw,female,28,34,4.27,434,166
53855,marja mills,female,2,14,3.41,7174,1233
53856,marja pruis,female,23,6,3.45,671,91
53857,marja visscher,female,12,1,2.98,60,12
53858,marja-leena tiainen,female,30,2,3.27,851,91
53859,marja-liisa vartio,female,16,6,3.51,387,34
53860,marjaleena lembcke,female,30,1,3.49,153,19
53861,marjan brouwers,female,7,5,4.17,46,22
53862,marjan kamali,female,3,589,4.15,13807,2283
53863,marjane satrapi,female,23,3938,4.26,426849,22665
53864,marjaneh bakhtiari,female,7,21,3.28,1332,79
53865,marjatta kurenniemi,female,55,2,3.96,573,42
53866,marjee chmiel,female,1,4,4.62,13,1
53867,marji laine,female,12,113,4.08,576,141
53868,marjolaine leray,female,8,2,4.14,344,62
53869,marjolein bastin,female,78,9,4.23,208,30
53870,marjolijn februari,female,4,5,2.8,272,32
53871,marjolijn van heemstra,female,7,15,3.71,1047,134
53872,marjorie agosín,female,77,41,4.13,1813,352
53873,marjorie b. kellogg,female,13,34,3.69,2989,138
53874,marjorie blamey,female,31,2,4.23,124,16
53875,marjorie bowen,female,165,42,3.62,3258,498
53876,marjorie brody,female,1,9,3.75,77,24
53877,marjorie celona,female,10,59,3.67,4588,799
53878,marjorie chibnall,female,22,6,3.74,242,29
53879,marjorie e. scaffa,female,7,2,4.07,29,1
53880,marjorie f. baldwin,female,4,43,3.87,94,49
53881,marjorie flack,female,29,26,4.19,53840,1125
53882,marjorie gann,female,8,0,4.21,78,32
53883,marjorie garber,female,39,46,3.87,3918,354
53884,marjorie hillis,female,6,16,3.77,1026,204
53885,marjorie j. thompson,female,19,5,4.14,1182,87
53886,marjorie kelly cowan,female,28,0,3.75,126,4
53887,marjorie kinnan rawlings,female,28,162,4.02,29067,1571
53888,marjorie lewty,female,63,13,2.97,629,130
53889,marjorie m. evasco,female,10,4,4.17,105,6
53890,marjorie m. liu,female,214,2977,3.98,188532,16760
53891,marjorie randon hershey,female,6,1,3.54,120,3
53892,marjorie shostak,female,6,11,3.87,2440,148
53893,marjorie swift doering,female,9,59,4.02,965,111
53894,marjorie thelen,female,17,5,3.94,79,16
53895,marjorie wallace,female,3,16,3.73,1065,126
53896,marjorie weinman sharmat,female,155,75,3.98,26003,1503
53897,marjory stoneman douglas,female,14,25,4.16,723,108
53898,mark a. abramson,male,23,0,3.0,5,0
53899,mark a. biggs,male,7,39,4.18,297,68
53900,mark a. cooper,male,12,122,4.26,3594,198
53901,mark a. edwards,male,33,1,2.52,414,24
53902,mark a. gabriel,male,15,21,3.9,762,93
53903,mark a. noll,male,83,112,4.03,7552,941
53904,mark a. rayner,male,8,140,3.67,435,155
53905,mark a. roeder,male,79,169,4.05,5755,415
53906,mark a. vieira,male,16,32,4.24,1473,203
53907,mark a. yarhouse,male,16,21,3.98,989,150
53908,mark adams,male,29,86,3.82,15379,1732
53909,mark adkin,male,21,7,4.22,840,66
53910,mark aldanov,male,65,4,4.02,197,17
53911,mark alder,male,6,79,3.69,907,158
53912,mark alders,male,57,210,3.54,5056,892
53913,mark allan gunnells,male,69,54,3.99,2076,621
53914,mark allan powell,male,35,11,4.04,935,104
53915,mark allen,male,12,34,3.93,903,71
53916,mark allen smith,male,2,57,3.67,2399,366
53917,mark alpert,male,13,164,3.48,5009,875
53918,mark ames,male,10,13,3.82,661,84
53919,mark anastasi,male,5,3,3.73,431,55
53920,mark andersen,male,10,18,3.98,1140,80
53921,mark anderson,male,2,11,3.9,674,139
53922,mark andrew ferguson,male,2,22,3.16,391,109
53923,mark andrew olsen,male,11,23,3.94,2566,348
53924,mark andrew smith,male,20,23,3.56,1351,199
53925,mark andrews,male,138,9,4.35,2842,74
53926,mark angeles,male,6,11,3.79,77,9
53927,mark anson,male,3,16,3.9,376,48
53928,mark anthony,male,73,120,4.35,25398,384
53929,mark arax,male,6,47,4.1,1008,182
53930,mark arnold,male,10,7,3.71,51,7
53931,mark arundel,male,8,6,3.76,423,51
53932,mark ayre,male,4,4,4.18,22,2
53933,mark baker,male,9,11,4.05,1180,88
53934,mark barrowcliffe,male,8,18,3.31,1265,224
53935,mark barry,male,48,15,4.42,163,90
53936,mark batterson,male,117,615,4.26,35411,3592
53937,mark bauerlein,male,22,16,3.25,2349,465
53938,mark beaumont,male,8,0,3.97,614,58
53939,mark beauregard,male,7,58,3.53,801,191
53940,mark berent,male,15,27,4.13,3306,171
53941,mark berkson,male,2,8,4.2,566,100
53942,mark bernstein,male,26,3,4.05,129,20
53943,mark bertin,male,4,12,4.0,203,40
53944,mark billingham,male,64,1319,3.94,79882,6042
53945,mark bittman,male,54,635,4.0,118011,3123
53946,mark black,male,56,4,3.51,1923,189
53947,mark blyth,male,7,114,4.11,1485,162
53948,mark boal,male,5,7,4.23,226,12
53949,mark boog,male,20,5,3.17,102,7
53950,mark boulton,male,7,5,3.89,507,21
53951,mark bowden,male,51,963,4.15,96137,5433
53952,mark brandi,male,3,157,3.78,4012,548
53953,mark brandis,male,62,1,3.93,522,20
53954,mark brandon read,male,39,31,3.64,1966,90
53955,mark bray,male,50,40,4.04,1112,197
53956,mark brumley,male,8,4,4.04,124,9
53957,mark buchanan,male,29,120,4.23,4281,523
53958,mark budman,male,19,25,3.8,340,90
53959,mark c. carnes,male,87,6,3.63,745,92
53960,mark c. collins,male,11,11,4.55,150,73
53961,mark c. crowley,male,2,242,3.89,97,12
53962,mark c. lewis,male,3,0,4.17,12,1
53963,mark c. taylor,male,41,18,3.95,1564,109
53964,mark c. thompson,male,11,2,3.74,630,55
53965,mark cain,male,15,149,4.05,4821,377
53966,mark camilleri,male,4,50,4.33,166,35
53967,mark canter,male,10,12,3.87,429,44
53968,mark capell,male,15,55,3.47,307,70
53969,mark carwardine,male,55,30,4.33,22808,1224
53970,mark cassell,male,43,35,4.08,1055,287
53971,mark chadbourn,male,48,177,3.93,10306,736
53972,mark charan newton,male,15,253,3.46,4038,474
53973,mark chiarello,male,43,14,4.05,13132,612
53974,mark childress,male,20,196,3.71,14211,1554
53975,mark chisnell,male,23,53,3.42,714,111
53976,mark chiusano,male,2,5,3.47,200,40
53977,mark christensen,male,22,1,3.72,101,17
53978,mark cijo,male,2,1,3.44,61,7
53979,mark clifton,male,61,7,3.54,2365,241
53980,mark cohen,male,105,8,3.74,797,104
53981,mark coker,male,9,60,3.91,1802,292
53982,mark cotta vaz,male,61,139,4.27,805204,1478
53983,mark cotton,male,3,9,3.62,50,11
53984,mark cousins,male,23,41,4.12,1080,77
53985,mark crick,male,5,8,3.62,638,124
53986,mark crilley,male,53,283,4.17,13470,1102
53987,mark crispin miller,male,55,26,3.94,3271,314
53988,mark cuban,male,19,101,4.05,5646,403
53989,mark cupples,male,3,1,4.0,4,2
53990,mark curtis,male,20,51,4.21,536,46
53991,mark d. siljander,male,1,11,4.08,105,21
53992,mark d. thompson,male,13,3,4.28,120,28
53993,mark d. white,male,30,26,3.79,3135,304
53994,mark danner,male,14,18,4.03,1498,131
53995,mark dapin,male,17,13,3.55,680,141
53996,mark davis,male,21,1,3.82,182,22
53997,mark dawson,male,54,993,4.22,94131,5308
53998,mark de castrique,male,22,56,3.8,3212,515
53999,mark del franco,male,10,364,3.77,17440,878
54000,mark delaney,male,10,0,3.74,232,26
54001,mark denny,male,14,6,3.78,230,39
54002,mark dery,male,13,86,3.6,1534,315
54003,mark desires,male,130,14,3.27,550,33
54004,mark dever,male,119,217,4.23,14358,1574
54005,mark deymaz,male,10,5,3.94,297,43
54006,mark di stefano,male,1,5,4.07,122,26
54007,mark di vincenzo,male,4,6,3.13,465,83
54008,mark diacono,male,23,7,3.99,522,68
54009,mark dice,male,14,93,4.13,1778,231
54010,mark divine,male,10,90,3.98,4345,262
54011,mark doten,male,3,17,3.27,367,96
54012,mark doty,male,59,263,4.13,15077,1537
54013,mark driscoll,male,61,269,3.87,24008,1524
54014,mark dubowski,male,51,1,3.85,963,102
54015,mark duncan,male,1,3,3.61,38,27
54016,mark dunn,male,50,126,3.83,28648,5296
54017,mark dunson,male,5,47,4.4,439,64
54018,mark e. cooper,male,22,193,3.96,10283,720
54019,mark e. kennicott,male,1,10,4.83,6,5
54020,mark e. neely jr.,male,23,8,3.71,553,56
54021,mark e. rogers,male,20,14,3.93,1243,91
54022,mark e. smith,male,19,14,3.86,1593,178
54023,mark ebner,male,13,29,3.47,637,77
54024,mark eddy smith,male,7,6,4.02,1195,62
54025,mark edward hall,male,42,139,3.7,1967,226
54026,mark edward kelly,male,7,26,4.0,4031,684
54027,mark edward langley,male,2,45,3.99,137,25
54028,mark edward lewis,male,11,12,3.8,638,78
54029,mark edwards,male,23,3180,3.96,172713,12916
54030,mark ellis,male,4,90,3.9,1238,172
54031,mark ellwood,male,1,6,3.32,172,38
54032,mark epstein,male,30,393,3.92,12144,793
54033,mark evan chimsky,male,16,4,3.99,1518,89
54034,mark evanier,male,318,33,4.08,23556,1122
54035,mark evans,male,1,6,3.74,248,30
54036,mark fainaru-wada,male,3,8,3.93,9510,775
54037,mark fearing,male,23,9,3.87,6566,1269
54038,mark finn,male,52,46,4.17,1787,161
54039,mark fisher,male,42,402,4.17,10977,987
54040,mark forstater,male,14,4,3.93,400,38
54041,mark forster,male,11,22,3.96,1066,94
54042,mark foster,male,39,6,3.82,245,34
54043,mark franley,male,27,2,3.8,290,19
54044,mark frauenfelder,female,69,35,3.81,2473,337
54045,mark freeman,male,48,7,4.14,298,35
54046,mark frost,male,24,730,4.0,42230,4193
54047,mark fuhrman,male,11,68,3.84,8832,305
54048,mark g. brewer,male,9,6,4.05,381,15
54049,mark galeotti,male,40,32,3.8,1150,134
54050,mark garber,male,4,13,3.63,515,69
54051,mark gartside,male,5,9,3.63,323,48
54052,mark gatiss,male,79,698,3.91,20618,1925
54053,mark gerchick,male,1,1,3.67,361,49
54054,mark gevisser,male,14,16,3.92,512,85
54055,mark gilleo,male,5,156,4.2,2191,276
54056,mark gillespie,male,35,58,4.14,1033,266
54057,mark gluth,male,3,15,4.07,148,34
54058,mark gonyea,male,16,7,3.74,615,166
54059,mark goodacre,male,8,10,4.23,93,19
54060,mark goulston,male,12,114,4.04,8596,693
54061,mark graham,male,172,17,3.63,524,86
54062,mark greaney,male,27,2449,4.23,148621,8857
54063,mark green,male,72,35,4.16,650,128
54064,mark greengrass,male,24,3,3.73,337,44
54065,mark greenside,male,9,24,3.8,2579,348
54066,mark greenwood,male,39,4,3.91,490,119
54067,mark gruenwald,male,527,23,3.74,13131,1268
54068,mark h. jackson,male,1,55,3.84,155,27
54069,mark h. johnson,male,15,0,3.69,55,1
54070,mark h. kruger,male,2,6,3.49,296,49
54071,mark h. lytle,male,29,6,3.75,709,67
54072,mark h. moore,male,14,3,3.67,140,12
54073,mark haddon,male,55,3182,3.85,1204191,50759
54074,mark hadley,male,3,1,3.45,11,7
54075,mark halperin,male,11,73,4.05,27874,3473
54076,mark hammond,male,8,0,3.94,140,9
54077,mark hansen,male,6,2,3.93,83,4
54078,mark hardy,male,7,1,3.45,222,49
54079,mark harris,male,113,110,4.14,4655,670
54080,mark harrison,male,92,2,3.88,515,55
54081,mark harritt,male,9,21,4.2,688,60
54082,mark haskell smith,male,14,149,3.8,2314,450
54083,mark hawkins,male,1,0,4.62,13,2
54084,mark hawthorne,male,5,45,4.26,342,60
54085,mark hayden,male,15,51,4.37,3275,283
54086,mark hayes,male,12,45,4.44,95,27
54087,mark haysom,male,7,6,3.95,455,57
54088,mark helprin,male,26,862,3.75,51501,7502
54089,mark henrikson,male,9,86,4.1,2565,234
54090,mark henry,male,33,356,3.59,7014,1144
54091,mark henshaw,male,6,26,3.49,909,164
54092,mark henwick,male,21,259,4.13,7593,609
54093,mark hitchcock,male,80,60,3.93,1680,276
54094,mark hodder,male,35,470,3.8,14959,1773
54095,mark horrell,male,24,25,3.91,1451,109
54096,mark howard,male,106,3,3.89,1037,131
54097,mark huntley parsons,male,1,6,3.96,222,62
54098,mark hyman,male,216,386,3.88,23128,2075
54099,mark ireland,male,3,14,4.33,106,16
54100,mark j. asher,male,19,73,3.97,2818,434
54101,mark j. cherry,male,12,2,3.56,18,4
54102,mark j. gabrielson,male,2,3,3.85,13,3
54103,mark j. hainds,male,2,9,4.1,31,10
54104,mark j. ravina,male,2,10,4.05,1069,107
54105,mark j. saferstein,male,2,0,3.77,84,14
54106,mark j. solomon,male,2,5,3.71,91,20
54107,mark j. wilson,male,12,0,4.26,219,10
54108,mark jackson,male,81,1,3.68,495,91
54109,mark jacob,male,9,12,3.61,679,91
54110,mark james,male,1,1,3.59,87,12
54111,mark jeffrey,male,10,130,3.98,1005,131
54112,mark jenkins,male,72,30,3.99,2510,246
54113,mark johnson,male,1,0,4.08,217,36
54114,mark jonathan harris,male,8,1,4.2,870,73
54115,mark juergensmeyer,male,48,14,3.82,1060,97
54116,mark justice hinton,male,15,4,3.54,147,8
54117,mark kelley,male,22,3,4.45,85,15
54118,mark kendrick,male,11,56,4.03,2136,116
54119,mark kermode,male,17,153,3.81,6721,557
54120,mark kingwell,male,43,33,3.6,808,105
54121,mark knight,male,32,16,4.0,114,27
54122,mark kovacs,male,12,2,3.93,195,14
54123,mark kreidler,male,3,3,4.07,455,79
54124,mark kriegel,male,4,7,4.06,6834,286
54125,mark kukis,male,3,5,4.16,49,7
54126,mark kurlansky,male,47,1166,3.77,95922,8224
54127,mark l. donald,male,1,12,4.1,835,59
54128,mark l. redmond,male,9,1,4.57,44,4
54129,mark l. ward jr.,male,6,131,4.4,281,95
54130,mark laflamme,male,11,29,4.18,130,41
54131,mark lamoureux,male,24,38,4.72,236,35
54132,mark lane,male,26,12,3.96,1367,140
54133,mark langan,male,1,13,3.92,158,27
54134,mark latham,male,15,7,3.45,287,39
54135,mark lavorato,male,5,40,3.92,190,47
54136,mark lawrence,male,59,46335,4.11,342056,26890
54137,mark lawson,male,36,12,3.56,1748,264
54138,mark lee gardner,male,21,68,3.86,2607,384
54139,mark lee taylor,male,2,2,4.36,22,4
54140,mark leibovich,male,4,54,3.48,8166,1121
54141,mark leidner,male,10,102,4.46,698,93
54142,mark leiren-young,male,16,20,4.2,536,113
54143,mark leslie,male,76,206,4.29,1090,256
54144,mark levengood,male,7,10,3.72,879,70
54145,mark levine,male,96,13,4.1,2581,256
54146,mark lewisohn,male,26,152,4.53,6367,562
54147,mark leyner,male,20,227,3.5,17183,1622
54148,mark lilla,male,18,109,3.82,3006,502
54149,mark lindquist,male,12,43,3.46,724,77
54150,mark lines,male,5,2,3.7,244,23
54151,mark loewen,male,5,10,4.29,69,25
54152,mark long,male,35,6,3.85,4031,507
54153,mark louis rybczyk,male,4,55,3.88,147,32
54154,mark ludwig stinson,male,8,26,3.78,118,8
54155,mark lukens,male,33,288,4.05,7231,889
54156,mark lutz,male,12,46,3.97,4245,194
54157,mark m. lowenthal,male,13,21,3.8,588,33
54158,mark m. weber,male,2,4,4.07,1274,167
54159,mark macnicol,male,2,101,3.96,55,13
54160,mark magnacca,male,8,1,3.53,245,17
54161,mark magoon,male,1,3,5.0,9,5
54162,mark mann,male,8,12,3.52,834,76
54163,mark manson,male,45,8462,3.95,484067,32886
54164,mark martin,male,2,0,4.04,91,14
54165,mark maslin,male,17,16,3.93,768,99
54166,mark mason,male,58,20,3.81,1334,145
54167,mark mathabane,male,15,74,4.14,16049,859
54168,mark matlock,male,26,4,4.09,626,112
54169,mark matousek,male,8,50,4.06,550,90
54170,mark matthews,male,18,266,3.68,2196,735
54171,mark mazower,male,22,198,4.01,9179,673
54172,mark mazzetti,male,1,32,3.83,3189,296
54173,mark mcclelland,male,2,43,3.68,199,66
54174,mark mcclusky,male,2,9,3.97,598,60
54175,mark mccrum,male,21,7,3.64,900,131
54176,mark mckay,male,9,11,4.17,1871,124
54177,mark mckenzie,male,1,368,3.96,24,9
